iter	RMSE
229	0.0002595595056
230	0.0002586028073
231	0.0002579264553
232	0.0002569738199
233	0.0002560819227
234	0.000254863348
235	0.000253591666
236	0.0002530917733
237	0.0002526284074
238	0.0002516120516
239	0.000250760458
240	0.0002503850724
241	0.0002495854223
242	0.0002482914354
243	0.0002477062843
244	0.0002473129939
245	0.0002458710022
246	0.0002447471618
247	0.0002440325344
248	0.0002433310576
249	0.0002426012767
250	0.0002419166655
251	0.0002411572013
252	0.0002404332092
253	0.0002395140314
254	0.0002386815179
255	0.0002376015374
256	0.0002372943933
257	0.000236353361
258	0.0002353896773
259	0.0002350540363
260	0.0002343156941
261	0.0002340392003
262	0.0002338892227
263	0.0002334980716
264	0.0002331736565
265	0.000232361043
266	0.0002322205094
267	0.0002319589202
268	0.0002317513281
269	0.0002315009442
270	0.0002310477197
271	0.0002304369113
272	0.0002290481812
273	0.0002284223194
274	0.0002277479946
275	0.0002271624129
276	0.0002266966813
277	0.0002259634406
278	0.0002251595222
279	0.000224322277
280	0.0002241921889
281	0.0002230193481
282	0.0002220346545
283	0.0002218915705
284	0.0002217474126
285	0.0002207117065
286	0.0002199717458
287	0.0002198012411
288	0.0002191052545
289	0.0002184717724
290	0.0002176394918
291	0.0002172414168
292	0.0002169314073
293	0.0002161652973
294	0.0002158663514
295	0.0002149220233
296	0.0002141436273
297	0.0002138811208
298	0.0002136293872
299	0.0002129946423
